INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('210115-TKT-001', '1A', 'CLS0001', 'Cancelled', '210115-BKG-293884', 'PSG001', 'ISR862', 'FLA002', '97.5');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('211123-TKT-020', '17B', 'CLS0007', 'Cancelled', '211123-BKG-591746', 'PSG020', 'ISR450', 'FLA022', '361.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('211212-TKT-021', '18C', 'CLS0006', 'Checked-In', '211212-BKG-876342', 'PSG021', 'ISR086', 'FLA027', '1428');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('220103-TKT-022', '19D', 'CLS0005', 'Checked-In', '220103-BKG-456731', 'PSG022', 'ISR867', 'FLA015', '423.5');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('220214-TKT-023', '20A', 'CLS0004', 'Cancelled', '220214-BKG-123896', 'PSG023', 'ISR862', 'FLA023', '346.56');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('220329-TKT-024', '21B', 'CLS0003', 'Checked-In', '220329-BKG-274385', 'PSG024', 'ISR195', 'FLA033', '407.29');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('221125-TKT-025', '22A', 'CLS0002', 'Checked-In', '221125-BKG-547632', 'PSG025', 'ISR738', 'FLA045', '405.68');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('221210-TKT-026', '23C', 'CLS0001', 'Pending', '221210-BKG-923761', 'PSG026', 'ISR324', 'FLA050', '1950');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230115-TKT-027', '24B', 'CLS0006', 'Checked-In', '230115-BKG-421968', 'PSG027', 'ISR573', 'FLA035', '495');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230115-TKT-028', '25A', 'CLS0009', 'Checked-In', '230115-BKG-421968', 'PSG028', 'ISR981', 'FLA035', '577.5');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240107-TKT-029', '26D', 'CLS0010', 'Pending', '240107-BKG-472938', 'PSG029', 'ISR573', 'FLA065', '2175');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230220-TKT-030', '27B', 'CLS0011', 'Checked-In', '230220-BKG-847239', 'PSG030', 'ISR450', 'FLA027', '226.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230325-TKT-031', '28A', 'CLS0012', 'Checked-In', '230325-BKG-987543', 'PSG031', 'ISR324', 'FLA028', '470.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240225-TKT-032', '29C', 'CLS0013', 'Pending', '240225-BKG-948326', 'PSG032', 'ISR590', 'FLA085', '3200');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230315-TKT-033', '30A', 'CLS0007', 'Cancelled', '230315-BKG-523476', 'PSG033', 'ISR777', 'FLA028', '315.78');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230228-TKT-034', '31B', 'CLS0008', 'Checked-In', '230228-BKG-173926', 'PSG034', 'ISR738', 'FLA027', '814.91');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230612-TKT-035', '32C', 'CLS0011', 'Checked-In', '230612-BKG-817362', 'PSG035', 'ISR450', 'FLA031', '347.73');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230706-TKT-036', '33A', 'CLS0010', 'Checked-In', '230706-BKG-837102', 'PSG036', 'ISR086', 'FLA032', '507.17');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230813-TKT-037', '34B', 'CLS0004', 'Checked-In', '230813-BKG-293571', 'PSG037', 'ISR254', 'FLA033', '459.71');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230813-TKT-038', '35A', 'CLS0005', 'Checked-In', '230813-BKG-293571', 'PSG038', 'ISR573', 'FLA033', '516');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240211-TKT-039', '36C', 'CLS0009', 'Pending', '240211-BKG-745963', 'PSG039', 'ISR489', 'FLA065', '2100');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240310-TKT-040', '37B', 'CLS0013', 'Pending', '240310-BKG-983726', 'PSG040', 'ISR981', 'FLA088', '5120');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230403-TKT-041', '38A', 'CLS0012', 'Checked-In', '230403-BKG-385674', 'PSG041', 'ISR195', 'FLA028', '1893.82');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240408-TKT-042', '39A', 'CLS0010', 'Pending', '240408-BKG-938172', 'PSG042', 'ISR867', 'FLA067', '725');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230527-TKT-043', '40D', 'CLS0014', 'Checked-In', '230527-BKG-162738', 'PSG043', 'ISR450', 'FLA035', '718.25');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230711-TKT-044', '41B', 'CLS0006', 'Checked-In', '230711-BKG-982316', 'PSG044', 'ISR738', 'FLA033', '186.55');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240712-TKT-045', '42C', 'CLS0007', 'Pending', '240712-BKG-283567', 'PSG045', 'ISR086', 'FLA067', '650');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230809-TKT-046', '43A', 'CLS0010', 'Checked-In', '230809-BKG-128763', 'PSG046', 'ISR195', 'FLA033', '680.18');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230809-TKT-047', '44B', 'CLS0011', 'Checked-In', '230809-BKG-128763', 'PSG047', 'ISR573', 'FLA033', '703.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240818-TKT-048', '45C', 'CLS0012', 'Pending', '240818-BKG-129487', 'PSG048', 'ISR777', 'FLA088', '4960');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240809-TKT-049', '46A', 'CLS0013', 'Pending', '240809-BKG-173284', 'PSG049', 'ISR738', 'FLA065', '2400');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230914-TKT-050', '47B', 'CLS0014', 'Checked-In', '230914-BKG-283174', 'PSG050', 'ISR324', 'FLA035', '2138.91');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230515-TKT-051', '48A', 'CLS0015', 'Checked-In', '230515-BKG-823749', 'PSG051', 'ISR114', 'FLA029', '430.18');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230527-TKT-052', '49B', 'CLS0006', 'Cancelled', '230527-BKG-537891', 'PSG052', 'ISR573', 'FLA030', '414.82');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230911-TKT-053', '50C', 'CLS0009', 'Checked-In', '230911-BKG-845172', 'PSG053', 'ISR777', 'FLA035', '1541.27');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240215-TKT-054', '51A', 'CLS0011', 'Pending', '240215-BKG-173284', 'PSG054', 'ISR254', 'FLA088', '4800');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240318-TKT-055', '52B', 'CLS0012', 'Pending', '240318-BKG-728394', 'PSG055', 'ISR086', 'FLA065', '2325');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230819-TKT-056', '53C', 'CLS0013', 'Checked-In', '230819-BKG-329845', 'PSG056', 'ISR981', 'FLA034', '400.29');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230915-TKT-057', '54A', 'CLS0014', 'Checked-In', '230915-BKG-134879', 'PSG057', 'ISR573', 'FLA035', '1069.45');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240215-TKT-058', '55B', 'CLS0010', 'Pending', '240215-BKG-745927', 'PSG058', 'ISR450', 'FLA065', '2175');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230921-TKT-059', '56A', 'CLS0015', 'Checked-In', '230921-BKG-987541', 'PSG059', 'ISR450', 'FLA035', '825.68');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230907-TKT-060', '57C', 'CLS0016', 'Checked-In', '230907-BKG-543189', 'PSG060', 'ISR324', 'FLA035', '2327.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240301-TKT-061', '58A', 'CLS0013', 'Pending', '240301-BKG-194738', 'PSG061', 'ISR777', 'FLA088', '5120');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230623-TKT-062', '59B', 'CLS0012', 'Checked-In', '230623-BKG-543287', 'PSG062', 'ISR195', 'FLA033', '718.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240518-TKT-063', '60C', 'CLS0011', 'Pending', '240518-BKG-239487', 'PSG063', 'ISR450', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230510-TKT-064', '61A', 'CLS0014', 'Checked-In', '230510-BKG-238497', 'PSG064', 'ISR738', 'FLA029', '587.66');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230510-TKT-065', '62B', 'CLS0015', 'Checked-In', '230510-BKG-238497', 'PSG065', 'ISR114', 'FLA029', '604.94');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240612-TKT-066', '63C', 'CLS0016', 'Pending', '240612-BKG-473819', 'PSG066', 'ISR769', 'FLA067', '925');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230916-TKT-067', '64A', 'CLS0017', 'Checked-In', '230916-BKG-182763', 'PSG067', 'ISR324', 'FLA035', '1651.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240220-TKT-068', '65B', 'CLS0018', 'Pending', '240220-BKG-647391', 'PSG068', 'ISR738', 'FLA065', '1575');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230725-TKT-069', '66A', 'CLS0009', 'Checked-In', '230725-BKG-293471', 'PSG069', 'ISR114', 'FLA033', '348.22');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230816-TKT-070', '67B', 'CLS0006', 'Checked-In', '230816-BKG-937614', 'PSG070', 'ISR777', 'FLA034', '750.55');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240408-TKT-071', '68C', 'CLS0008', 'Pending', '240408-BKG-238471', 'PSG071', 'ISR573', 'FLA088', '4320');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230527-TKT-072', '69A', 'CLS0005', 'Checked-In', '230527-BKG-273849', 'PSG072', 'ISR450', 'FLA030', '464.75');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240511-TKT-073', '70B', 'CLS0010', 'Pending', '240511-BKG-174839', 'PSG073', 'ISR254', 'FLA065', '2175');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230628-TKT-074', '71A', 'CLS0009', 'Checked-In', '230628-BKG-485631', 'PSG074', 'ISR981', 'FLA033', '649.09');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230628-TKT-075', '72B', 'CLS0012', 'Checked-In', '230628-BKG-485631', 'PSG075', 'ISR560', 'FLA033', '718.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240703-TKT-076', '73A', 'CLS0013', 'Pending', '240703-BKG-839274', 'PSG076', 'ISR093', 'FLA088', '5120');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230822-TKT-077', '74C', 'CLS0014', 'Checked-In', '230822-BKG-273850', 'PSG077', 'ISR195', 'FLA034', '598.09');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240815-TKT-078', '75A', 'CLS0015', 'Pending', '240815-BKG-492836', 'PSG078', 'ISR573', 'FLA065', '2625');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230920-TKT-079', '76A', 'CLS0010', 'Checked-In', '230920-BKG-587123', 'PSG079', 'ISR324', 'FLA035', '1824.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240416-TKT-080', '77B', 'CLS0017', 'Pending', '240416-BKG-948120', 'PSG080', 'ISR769', 'FLA088', '4800');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230915-TKT-081', '78C', 'CLS0011', 'Checked-In', '230915-BKG-923847', 'PSG081', 'ISR777', 'FLA035', '707.73');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240510-TKT-082', '79A', 'CLS0012', 'Pending', '240510-BKG-192837', 'PSG082', 'ISR450', 'FLA065', '2325');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230819-TKT-083', '80A', 'CLS0007', 'Cancelled', '230819-BKG-192874', 'PSG083', 'ISR114', 'FLA034', '304.91');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240715-TKT-084', '81B', 'CLS0008', 'Pending', '240715-BKG-293874', 'PSG084', 'ISR324', 'FLA067', '675');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230921-TKT-085', '82C', 'CLS0015', 'Checked-In', '230921-BKG-394752', 'PSG085', 'ISR086', 'FLA035', '344.03');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240508-TKT-086', '83A', 'CLS0012', 'Pending', '240508-BKG-182736', 'PSG086', 'ISR867', 'FLA088', '4960');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230526-TKT-087', '84B', 'CLS0016', 'Checked-In', '230526-BKG-647583', 'PSG087', 'ISR573', 'FLA030', '454.76');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230526-TKT-088', '85A', 'CLS0017', 'Checked-In', '230526-BKG-647583', 'PSG088', 'ISR981', 'FLA030', '368.73');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240610-TKT-089', '86C', 'CLS0018', 'Pending', '240610-BKG-273845', 'PSG089', 'ISR093', 'FLA065', '1575');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230726-TKT-090', '87A', 'CLS0013', 'Checked-In', '230726-BKG-273846', 'PSG090', 'ISR324', 'FLA033', '746.18');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240716-TKT-091', '88B', 'CLS0016', 'Pending', '240716-BKG-938745', 'PSG091', 'ISR489', 'FLA065', '2775');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230825-TKT-092', '89C', 'CLS0014', 'Checked-In', '230825-BKG-293874', 'PSG092', 'ISR086', 'FLA034', '332.27');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240611-TKT-093', '90A', 'CLS0012', 'Pending', '240611-BKG-937584', 'PSG093', 'ISR867', 'FLA065', '2325');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230527-TKT-094', '91A', 'CLS0009', 'Checked-In', '230527-BKG-293847', 'PSG094', 'ISR450', 'FLA030', '483.95');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240701-TKT-095', '92B', 'CLS0011', 'Pending', '240701-BKG-394718', 'PSG095', 'ISR114', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230819-TKT-096', '93A', 'CLS0015', 'Checked-In', '230819-BKG-293849', 'PSG096', 'ISR777', 'FLA034', '615.68');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240815-TKT-097', '94C', 'CLS0016', 'Pending', '240815-BKG-847392', 'PSG097', 'ISR738', 'FLA067', '925');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230917-TKT-098', '95A', 'CLS0019', 'Checked-In', '230917-BKG-647295', 'PSG098', 'ISR093', 'FLA035', '1132.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240501-TKT-099', '96B', 'CLS0012', 'Pending', '240501-BKG-273846', 'PSG099', 'ISR195', 'FLA065', '2325');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230712-TKT-100', '1A', 'CLS0005', 'Checked-In', '230712-BKG-123498', 'PSG100', 'ISR450', 'FLA033', '153.9');
